"","country","avg"
"1","Argentina",0.27827940746256
"2","Australia",0.392100826680849
"3","Canada",0.397973405961117
"4","France",0.453942453511294
"5","Italy",0.441608630065779
"6","Spain",0.317256619717771
"7","US",0.409465845631078
